source_table,source_sheet,source_column,series_name,region,subregion,product,metric,unit,period_type
PSW09,Data 3,WD1TP_NUS_2,"weekly U.S. Production of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",U.S.,,"Production of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur","Production of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",Thousand Barrels per Day,weekly
PSW09,Data 3,WD1TP_R10_2,"weekly East Coast (PADD 1) Refiner and Blender Net Production of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",East Coast,,"Refiner and Blender Net Production of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur","Refiner and Blender Net Production of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",Thousand Barrels per Day,weekly
PSW09,Data 3,WD1TP_R20_2,"weekly Midwest (PADD 2)Refiner and Blender Net Production of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",,,"Midwest (PADD 2)Refiner and Blender Net Production of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur","Midwest (PADD 2)Refiner and Blender Net Production of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",Thousand Barrels per Day,weekly
PSW09,Data 3,WD1TP_R30_2,"weekly Gulf Coast (PADD 3) Refiner and Blender Net Production of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",Gulf Coast,,"Refiner and Blender Net Production of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur","Refiner and Blender Net Production of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",Thousand Barrels per Day,weekly
PSW09,Data 3,WD1TP_R40_2,"weekly Rocky Mountain (PADD 4) Refiner and Blender Net Production of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",Rocky Mountain,,"Refiner and Blender Net Production of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur","Refiner and Blender Net Production of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",Thousand Barrels per Day,weekly
PSW09,Data 3,WD1TP_R50_2,"weekly West Coast (PADD 5) Refiner and Blender Net Production of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",West Coast,,"Refiner and Blender Net Production of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur","Refiner and Blender Net Production of Distillate Fuel Oil, Greater than 15 to 500 ppm Sulfur",Thousand Barrels per Day,weekly
PSW09,Data 3,WDGRPP12,weekly East Coast (PADD 1) Refiner and Blender Net Production of Distillate Fuel Oil Greater than 500 ppm Sulfur,East Coast,,Refiner and Blender Net Production of Distillate Fuel Oil Greater than 500 ppm Sulfur,Refiner and Blender Net Production of Distillate Fuel Oil Greater than 500 ppm Sulfur,Thousand Barrels per Day,weekly
PSW09,Data 3,WDGRPP22,weekly Midwest (PADD 2) Refiner and Blender Net Production of Distillate Fuel Oil Greater than 500 ppm Sulfur,Midwest,,Refiner and Blender Net Production of Distillate Fuel Oil Greater than 500 ppm Sulfur,Refiner and Blender Net Production of Distillate Fuel Oil Greater than 500 ppm Sulfur,Thousand Barrels per Day,weekly
PSW09,Data 3,WDGRPP32,weekly Gulf Coast (PADD 3) Refiner and Blender Net Production of Distillate Fuel Oil Greater than 500 ppm Sulfur,Gulf Coast,,Refiner and Blender Net Production of Distillate Fuel Oil Greater than 500 ppm Sulfur,Refiner and Blender Net Production of Distillate Fuel Oil Greater than 500 ppm Sulfur,Thousand Barrels per Day,weekly
PSW09,Data 3,WDGRPP42,weekly Rocky Mountain (PADD 4) Refiner and Blender Net Production of Distillate Fuel Oil Greater than 500 ppm Sulfur,Rocky Mountain,,Refiner and Blender Net Production of Distillate Fuel Oil Greater than 500 ppm Sulfur,Refiner and Blender Net Production of Distillate Fuel Oil Greater than 500 ppm Sulfur,Thousand Barrels per Day,weekly
PSW09,Data 3,WDGRPP52,weekly West Coast (PADD 5) Refiner and Blender Net Production of Distillate Fuel Oil Greater than 500 ppm Sulfur,West Coast,,Refiner and Blender Net Production of Distillate Fuel Oil Greater than 500 ppm Sulfur,Refiner and Blender Net Production of Distillate Fuel Oil Greater than 500 ppm Sulfur,Thousand Barrels per Day,weekly
PSW09,Data 3,WDGRPUS2,weekly U.S. Refiner and Blender Net Production of Distillate Fuel Oil Greater than 500 ppm Sulfur,U.S.,,Refiner and Blender Net Production of Distillate Fuel Oil Greater than 500 ppm Sulfur,Refiner and Blender Net Production of Distillate Fuel Oil Greater than 500 ppm Sulfur,Thousand Barrels per Day,weekly
PSW09,Data 3,WDIRPP12,weekly East Coast (PADD 1) Refiner and Blender Net Production of Distillate Fuel Oil,East Coast,,Refiner and Blender Net Production of Distillate Fuel Oil,Refiner and Blender Net Production of Distillate Fuel Oil,Thousand Barrels per Day,weekly
PSW09,Data 3,WDIRPP22,weekly Midwest (PADD 2) Refiner and Blender Net Production of Distillate Fuel Oil,Midwest,,Refiner and Blender Net Production of Distillate Fuel Oil,Refiner and Blender Net Production of Distillate Fuel Oil,Thousand Barrels per Day,weekly
PSW09,Data 3,WDIRPP32,weekly Gulf Coast (PADD 3) Refiner and Blender Net Production of Distillate Fuel Oil,Gulf Coast,,Refiner and Blender Net Production of Distillate Fuel Oil,Refiner and Blender Net Production of Distillate Fuel Oil,Thousand Barrels per Day,weekly
PSW09,Data 3,WDIRPP42,weekly Rocky Mountain (PADD 4) Refiner and Blender Net Production of Distillate Fuel Oil,Rocky Mountain,,Refiner and Blender Net Production of Distillate Fuel Oil,Refiner and Blender Net Production of Distillate Fuel Oil,Thousand Barrels per Day,weekly
PSW09,Data 3,WDIRPP52,weekly West Coast (PADD 5) Refiner and Blender Net Production of Distillate Fuel Oil,West Coast,,Refiner and Blender Net Production of Distillate Fuel Oil,Refiner and Blender Net Production of Distillate Fuel Oil,Thousand Barrels per Day,weekly
PSW09,Data 3,WDIRPUS2,weekly U.S. Refiner and Blender Net Production of Distillate Fuel Oil,U.S.,,Refiner and Blender Net Production of Distillate Fuel Oil,Refiner and Blender Net Production of Distillate Fuel Oil,Thousand Barrels per Day,weekly
PSW09,Data 3,WG1TP_NUS_2,weekly U.S. Refiner and Blender Net Production of Finished Reformulated Motor Gasoline with Ethanol,U.S.,,Refiner and Blender Net Production of Finished Reformulated Motor Gasoline with Ethanol,Refiner and Blender Net Production of Finished Reformulated Motor Gasoline with Ethanol,Thousand Barrels per Day,weekly
PSW09,Data 3,WG1TP_R10_2,weekly East Coast (PADD 1) Refiner and Blender Net Production of Finished Reformulated Motor Gasoline with Ethanol,East Coast,,Refiner and Blender Net Production of Finished Reformulated Motor Gasoline with Ethanol,Refiner and Blender Net Production of Finished Reformulated Motor Gasoline with Ethanol,Thousand Barrels per Day,weekly
PSW09,Data 3,WG1TP_R20_2,weekly Midwest (PADD 2) Refiner and Blender Net Production of Finished Reformulated Motor Gasoline with Ethanol,Midwest,,Refiner and Blender Net Production of Finished Reformulated Motor Gasoline with Ethanol,Refiner and Blender Net Production of Finished Reformulated Motor Gasoline with Ethanol,Thousand Barrels per Day,weekly
PSW09,Data 3,WG1TP_R30_2,weekly Gulf Coast (PADD 3) Refiner and Blender Net Production of Finished Reformulated Motor Gasoline with Ethanol,Gulf Coast,,Refiner and Blender Net Production of Finished Reformulated Motor Gasoline with Ethanol,Refiner and Blender Net Production of Finished Reformulated Motor Gasoline with Ethanol,Thousand Barrels per Day,weekly
PSW09,Data 3,WG1TP_R40_2,weekly Rocky Mountain (PADD 4) Refiner and Blender Net Production of Finished Reformulated Motor Gasoline with Ethanol,Rocky Mountain,,Refiner and Blender Net Production of Finished Reformulated Motor Gasoline with Ethanol,Refiner and Blender Net Production of Finished Reformulated Motor Gasoline with Ethanol,Thousand Barrels per Day,weekly
PSW09,Data 3,WG1TP_R50_2,weekly West Coast (PADD 5) Refiner and Blender Net Production of Finished Reformulated Motor Gasoline with Ethanol,West Coast,,Refiner and Blender Net Production of Finished Reformulated Motor Gasoline with Ethanol,Refiner and Blender Net Production of Finished Reformulated Motor Gasoline with Ethanol,Thousand Barrels per Day,weekly
PSW09,Data 3,WG4TP_NUS_2,weekly U.S. Refiner and Blender Net Production of Conventional Motor Gasoline,U.S.,,Refiner and Blender Net Production of Conventional Motor Gasoline,Refiner and Blender Net Production of Conventional Motor Gasoline,Thousand Barrels per Day,weekly
PSW09,Data 3,WG4TP_R10_2,weekly East Coast (PADD 1) Refiner and Blender Net Production of Conventional Motor Gasoline,East Coast,,Refiner and Blender Net Production of Conventional Motor Gasoline,Refiner and Blender Net Production of Conventional Motor Gasoline,Thousand Barrels per Day,weekly
PSW09,Data 3,WG4TP_R20_2,weekly Midwest (PADD 2) Refiner and Blender Net Production of Conventional Motor Gasoline,Midwest,,Refiner and Blender Net Production of Conventional Motor Gasoline,Refiner and Blender Net Production of Conventional Motor Gasoline,Thousand Barrels per Day,weekly
PSW09,Data 3,WG4TP_R30_2,weekly Gulf Coast (PADD 3) Refiner and Blender Net Production of Conventional Motor Gasoline,Gulf Coast,,Refiner and Blender Net Production of Conventional Motor Gasoline,Refiner and Blender Net Production of Conventional Motor Gasoline,Thousand Barrels per Day,weekly
PSW09,Data 3,WG4TP_R40_2,weekly Rocky Mountain (PADD 4) Refiner and Blender Net Production of Conventional Motor Gasoline,Rocky Mountain,,Refiner and Blender Net Production of Conventional Motor Gasoline,Refiner and Blender Net Production of Conventional Motor Gasoline,Thousand Barrels per Day,weekly
PSW09,Data 3,WG4TP_R50_2,weekly West Coast (PADD 5) Refiner and Blender Net Production of Conventional Motor Gasoline,West Coast,,Refiner and Blender Net Production of Conventional Motor Gasoline,Refiner and Blender Net Production of Conventional Motor Gasoline,Thousand Barrels per Day,weekly
PSW09,Data 3,WG5TP_NUS_2,weekly U.S. Refiner and Blender Net Production of Finished Conventional Motor Gasoline with Ethanol,U.S.,,Refiner and Blender Net Production of Finished Conventional Motor Gasoline with Ethanol,Refiner and Blender Net Production of Finished Conventional Motor Gasoline with Ethanol,Thousand Barrels per Day,weekly
PSW09,Data 3,WG5TP_R10_2,weekly East Coast (PADD 1) Refiner and Blender Net Production of Finished Conventional Motor Gasoline with Ethanol,East Coast,,Refiner and Blender Net Production of Finished Conventional Motor Gasoline with Ethanol,Refiner and Blender Net Production of Finished Conventional Motor Gasoline with Ethanol,Thousand Barrels per Day,weekly
PSW09,Data 3,WG5TP_R20_2,weekly Midwest (PADD 2) Refiner and Blender Net Production of Finished Conventional Motor Gasoline with Ethanol,Midwest,,Refiner and Blender Net Production of Finished Conventional Motor Gasoline with Ethanol,Refiner and Blender Net Production of Finished Conventional Motor Gasoline with Ethanol,Thousand Barrels per Day,weekly
PSW09,Data 3,WG5TP_R30_2,weekly Gulf Coast (PADD 3) Refiner and Blender Net Production of Finished Conventional Motor Gasoline with Ethanol,Gulf Coast,,Refiner and Blender Net Production of Finished Conventional Motor Gasoline with Ethanol,Refiner and Blender Net Production of Finished Conventional Motor Gasoline with Ethanol,Thousand Barrels per Day,weekly
PSW09,Data 3,WG5TP_R40_2,weekly Rocky Mountain (PADD 4) Refiner and Blender Net Production of Finished Conventional Motor Gasoline with Ethanol,Rocky Mountain,,Refiner and Blender Net Production of Finished Conventional Motor Gasoline with Ethanol,Refiner and Blender Net Production of Finished Conventional Motor Gasoline with Ethanol,Thousand Barrels per Day,weekly
PSW09,Data 3,WG5TP_R50_2,weekly West Coast (PADD 5) Refiner and Blender Net Production of Finished Conventional Motor Gasoline with Ethanol,West Coast,,Refiner and Blender Net Production of Finished Conventional Motor Gasoline with Ethanol,Refiner and Blender Net Production of Finished Conventional Motor Gasoline with Ethanol,Thousand Barrels per Day,weekly
PSW09,Data 3,WG6TP_NUS_2,weekly U.S. Refiner and Blender Net Production of Other Finished Conventional Motor Gasoline,U.S.,,Refiner and Blender Net Production of Other Finished Conventional Motor Gasoline,Refiner and Blender Net Production of Other Finished Conventional Motor Gasoline,Thousand Barrels per Day,weekly
PSW09,Data 3,WG6TP_R10_2,weekly East Coast (PADD 1) Refiner and Blender Net Production of Other Finished Conventional Motor Gasoline,East Coast,,Refiner and Blender Net Production of Other Finished Conventional Motor Gasoline,Refiner and Blender Net Production of Other Finished Conventional Motor Gasoline,Thousand Barrels per Day,weekly
PSW09,Data 3,WG6TP_R20_2,weekly Midwest (PADD 2) Refiner and Blender Net Production of Other Finished Conventional Motor Gasoline,Midwest,,Refiner and Blender Net Production of Other Finished Conventional Motor Gasoline,Refiner and Blender Net Production of Other Finished Conventional Motor Gasoline,Thousand Barrels per Day,weekly
PSW09,Data 3,WG6TP_R30_2,weekly Gulf Coast (PADD 3) Refiner and Blender Net Production of Other Finished Conventional Motor Gasoline,Gulf Coast,,Refiner and Blender Net Production of Other Finished Conventional Motor Gasoline,Refiner and Blender Net Production of Other Finished Conventional Motor Gasoline,Thousand Barrels per Day,weekly
PSW09,Data 3,WG6TP_R40_2,weekly Rocky Mountain (PADD 4) Refiner and Blender Net Production of Other Finished Conventional Motor Gasoline,Rocky Mountain,,Refiner and Blender Net Production of Other Finished Conventional Motor Gasoline,Refiner and Blender Net Production of Other Finished Conventional Motor Gasoline,Thousand Barrels per Day,weekly
PSW09,Data 3,WG6TP_R50_2,weekly West Coast (PADD 5) Refiner and Blender Net Production of Other Finished Conventional Motor Gasoline,West Coast,,Refiner and Blender Net Production of Other Finished Conventional Motor Gasoline,Refiner and Blender Net Production of Other Finished Conventional Motor Gasoline,Thousand Barrels per Day,weekly
PSW09,Data 3,WGFRPP12,weekly East Coast (PADD 1) Refiner and Blender Net Production of Finished Motor Gasoline,East Coast,,Refiner and Blender Net Production of Finished Motor Gasoline,Refiner and Blender Net Production of Finished Motor Gasoline,Thousand Barrels per Day,weekly
PSW09,Data 3,WGFRPP22,weekly Midwest (PADD 2) Refiner and Blender Net Production of Finished Motor Gasoline,Midwest,,Refiner and Blender Net Production of Finished Motor Gasoline,Refiner and Blender Net Production of Finished Motor Gasoline,Thousand Barrels per Day,weekly
PSW09,Data 3,WGFRPP32,weekly Gulf Coast (PADD 3) Refiner and Blender Net Production of Finished Motor Gasoline,Gulf Coast,,Refiner and Blender Net Production of Finished Motor Gasoline,Refiner and Blender Net Production of Finished Motor Gasoline,Thousand Barrels per Day,weekly
PSW09,Data 3,WGFRPP42,weekly Rocky Mountain (PADD 4) Refiner and Blender Net Production of Finished Motor Gasoline,Rocky Mountain,,Refiner and Blender Net Production of Finished Motor Gasoline,Refiner and Blender Net Production of Finished Motor Gasoline,Thousand Barrels per Day,weekly
PSW09,Data 3,WGFRPP52,weekly West Coast (PADD 5) Refiner and Blender Net Production of Finished Motor Gasoline,West Coast,,Refiner and Blender Net Production of Finished Motor Gasoline,Refiner and Blender Net Production of Finished Motor Gasoline,Thousand Barrels per Day,weekly
PSW09,Data 3,WGFRPUS2,weekly U.S. Refiner and Blender Adjusted Net Production of Finished Motor Gasoline,U.S.,,Refiner and Blender Adjusted Net Production of Finished Motor Gasoline,Refiner and Blender Adjusted Net Production of Finished Motor Gasoline,Thousand Barrels per Day,weekly
PSW09,Data 3,WGRRPP12,weekly East Coast (PADD 1) Refiner and Blender Net Production of Reformulated Motor Gasoline,East Coast,,Refiner and Blender Net Production of Reformulated Motor Gasoline,Refiner and Blender Net Production of Reformulated Motor Gasoline,Thousand Barrels per Day,weekly
PSW09,Data 3,WGRRPP22,weekly Midwest (PADD 2) Refiner and Blender Net Production of Reformulated Motor Gasoline,Midwest,,Refiner and Blender Net Production of Reformulated Motor Gasoline,Refiner and Blender Net Production of Reformulated Motor Gasoline,Thousand Barrels per Day,weekly
PSW09,Data 3,WGRRPP32,weekly Gulf Coast (PADD 3) Refiner and Blender Net Production of Reformulated Motor Gasoline,Gulf Coast,,Refiner and Blender Net Production of Reformulated Motor Gasoline,Refiner and Blender Net Production of Reformulated Motor Gasoline,Thousand Barrels per Day,weekly
PSW09,Data 3,WGRRPP42,weekly Rocky Mountain (PADD 4) Refiner and Blender Net Production of Reformulated Motor Gasoline,Rocky Mountain,,Refiner and Blender Net Production of Reformulated Motor Gasoline,Refiner and Blender Net Production of Reformulated Motor Gasoline,Thousand Barrels per Day,weekly
PSW09,Data 3,WGRRPP52,weekly West Coast (PADD 5) Refiner and Blender Net Production of Reformulated Motor Gasoline,West Coast,,Refiner and Blender Net Production of Reformulated Motor Gasoline,Refiner and Blender Net Production of Reformulated Motor Gasoline,Thousand Barrels per Day,weekly
PSW09,Data 3,WGRRPUS2,weekly U.S. Refiner and Blender Net Production of Reformulated Motor Gasoline,U.S.,,Refiner and Blender Net Production of Reformulated Motor Gasoline,Refiner and Blender Net Production of Reformulated Motor Gasoline,Thousand Barrels per Day,weekly
PSW09,Data 3,WKCRPP12,weekly East Coast (PADD 1) Refiner and Blender Net Production of Commercial Kerosene-Type Jet Fuel,East Coast,,Refiner and Blender Net Production of Commercial Kerosene-Type Jet Fuel,Refiner and Blender Net Production of Commercial Kerosene-Type Jet Fuel,Thousand Barrels per Day,weekly
PSW09,Data 3,WKCRPP22,weekly Midwest (PADD 2) Refiner and Blender Net Production of Commercial Kerosene-Type Jet Fuel,Midwest,,Refiner and Blender Net Production of Commercial Kerosene-Type Jet Fuel,Refiner and Blender Net Production of Commercial Kerosene-Type Jet Fuel,Thousand Barrels per Day,weekly
PSW09,Data 3,WKCRPP32,weekly Gulf Coast (PADD 3) Refiner and Blender Net Production of Commercial Kerosene-Type Jet Fuel,Gulf Coast,,Refiner and Blender Net Production of Commercial Kerosene-Type Jet Fuel,Refiner and Blender Net Production of Commercial Kerosene-Type Jet Fuel,Thousand Barrels per Day,weekly
